@relation traindata

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute att_9 numeric
@attribute att_10 numeric
@attribute att_11 numeric
@attribute att_12 numeric
@attribute att_13 numeric
@attribute class {class1,class2,class4,class5,class6,class8,class9,class10,class11,class3,class7}

@data
{0 1.0,1 9.0,2 0.0,3 -3.117,4 0.146,5 -1.228,6 1.635,7 0.223,8 2.026,9 0.036,10 0.569,11 -1.15,12 -0.767,13 class1}
{0 1.0,1 9.0,2 0.0,3 -3.871,4 1.694,5 -0.606,6 1.428,7 0.044,8 0.844,9 -0.013,10 0.126,11 -1.218,12 -0.553,13 class2}
{0 1.0,1 9.0,2 0.0,3 -2.029,4 0.698,5 -1.482,6 0.813,7 -0.681,8 0.422,9 0.016,10 0.751,11 -0.3,12 -0.237,13 class3}
{0 1.0,1 9.0,2 0.0,3 -1.998,4 1.497,5 -1.005,6 0.519,7 -1.236,8 0.398,9 0.273,10 0.151,11 -0.319,12 -0.49,13 class4}
{0 1.0,1 9.0,2 0.0,3 -2.914,4 2.541,5 -1.567,6 0.067,7 -1.051,8 1.207,9 0.006,10 0.289,11 -0.325,12 -0.343,13 class5}
{0 1.0,1 9.0,2 0.0,3 -2.937,4 2.183,5 -1.291,6 0.355,7 -0.372,8 0.57,9 0.045,10 0.452,11 -0.705,12 -0.263,13 class6}
{0 1.0,1 9.0,2 0.0,3 -3.239,4 2.916,5 -1.406,6 -0.455,7 -0.454,8 1.219,9 0.078,10 0.383,11 -0.776,12 -0.413,13 class7}
{0 1.0,1 9.0,2 0.0,3 -4.884,4 3.63,5 -0.279,6 0.496,7 -0.67,8 0.792,9 -0.005,10 -0.137,11 0.532,12 -0.184,13 class10}
{0 1.0,1 9.0,2 0.0,3 -3.756,4 2.204,5 -0.716,6 0.529,7 -0.284,8 1.121,9 0.022,10 0.127,11 -0.782,12 -0.394,13 class11}
{0 1.0,1 10.0,2 0.0,3 -2.966,4 0.659,5 -1.057,6 1.36,7 0.152,8 1.435,9 0.197,10 0.926,11 -0.45,12 -0.637,13 class2}
{0 1.0,1 10.0,2 0.0,3 -2.695,4 1.119,5 -0.986,6 0.172,7 0.499,8 0.372,9 0.088,10 0.63,11 -0.721,12 -0.256,13 class3}
{0 1.0,1 10.0,2 0.0,3 -2.482,4 1.896,5 -1.289,6 0.112,7 0.285,8 0.096,9 0.022,10 0.832,11 -0.333,12 -0.764,13 class4}
{0 1.0,1 10.0,2 0.0,3 -2.742,4 2.729,5 -0.129,6 -0.49,7 -0.573,8 0.868,9 0.07,10 0.771,11 0.053,12 -0.939,13 class5}
{0 1.0,1 10.0,2 0.0,3 -2.434,4 2.903,5 -1.341,6 -0.411,7 0.372,8 0.843,9 -0.022,10 0.336,11 0.123,12 -0.747,13 class6}
{0 1.0,1 10.0,2 0.0,3 -2.973,4 3.557,5 -0.396,6 -0.719,7 -0.669,8 0.923,9 0.293,10 1.009,11 0.14,12 -1.098,13 class7}
{0 1.0,1 10.0,2 0.0,3 -4.103,4 3.812,5 0.255,6 -0.103,7 -0.994,8 0.097,9 -0.345,10 2.039,11 0.02,12 -0.43,13 class8}
{0 1.0,1 10.0,2 0.0,3 -4.611,4 2.962,5 -0.856,6 1.161,7 -0.612,8 0.469,9 0.162,10 0.705,11 0.37,12 -0.916,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.548,4 1.611,5 -0.85,6 0.374,7 0.168,8 0.318,9 0.463,10 0.863,11 -1.131,12 -0.334,13 class11}
{0 1.0,1 10.0,2 0.0,3 -3.034,4 0.694,5 -1.007,6 1.453,7 0.155,8 1.48,9 0.179,10 1.005,11 -0.54,12 -0.563,13 class2}
{0 1.0,1 10.0,2 0.0,3 -3.045,4 3.312,5 0.171,6 -0.605,7 -1.027,8 0.924,9 0.353,10 0.897,11 0.365,12 -0.871,13 class7}
{0 1.0,1 10.0,2 0.0,3 -4.089,4 3.712,5 0.315,6 -0.05,7 -0.929,8 0.018,9 -0.35,10 1.77,11 0.244,12 -0.301,13 class8}
{0 1.0,1 10.0,2 0.0,3 -3.989,4 3.582,5 -1.1,6 0.374,7 -0.12,8 0.291,9 0.663,10 0.96,11 0.023,12 -0.477,13 class9}
{0 1.0,1 10.0,2 0.0,3 -4.602,4 3.043,5 -0.959,6 0.828,7 -0.298,8 0.315,9 0.423,10 0.57,11 0.387,12 -0.617,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.707,4 1.486,5 -0.494,6 0.402,7 0.183,8 0.186,9 0.234,10 1.029,11 -0.856,12 -0.408,13 class11}
{0 1.0,1 10.0,2 0.0,3 -3.894,4 0.117,5 -0.407,6 1.973,7 0.043,8 1.891,9 0.411,10 -0.095,11 -0.436,12 -1.015,13 class1}
{0 1.0,1 10.0,2 0.0,3 -2.615,4 1.185,5 -1.162,6 0.395,7 0.459,8 0.345,9 0.298,10 0.456,11 -0.62,12 -0.307,13 class3}
{0 1.0,1 10.0,2 0.0,3 -2.303,4 1.954,5 -1.493,6 0.305,7 0.047,8 0.056,9 0.026,10 0.902,11 -0.522,12 -0.645,13 class4}
{0 1.0,1 10.0,2 0.0,3 -2.445,4 2.678,5 -0.816,6 -0.743,7 0.076,8 1.117,9 -0.057,10 0.018,11 0.281,12 -0.72,13 class6}
{0 1.0,1 10.0,2 0.0,3 -4.617,4 3.033,5 -0.909,6 0.604,7 -0.341,8 0.636,9 0.294,10 0.527,11 0.48,12 -0.558,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.789,4 1.42,5 -0.372,6 0.568,7 0.123,8 0.185,9 0.078,10 1.006,11 -0.722,12 -0.391,13 class11}
{0 1.0,1 10.0,2 0.0,3 -3.676,4 -0.185,5 -0.563,6 2.377,7 0.096,8 1.854,9 0.303,10 0.296,11 -0.358,12 -1.205,13 class1}
{0 1.0,1 10.0,2 0.0,3 -2.316,4 2.007,5 -1.365,6 0.181,7 0.206,8 0.071,9 0.037,10 0.814,11 -0.332,12 -0.753,13 class4}
{0 1.0,1 10.0,2 0.0,3 -2.7,4 2.686,5 -0.043,6 -0.528,7 -0.626,8 0.917,9 0.167,10 0.652,11 0.1,12 -0.937,13 class5}
{0 1.0,1 10.0,2 0.0,3 -2.969,4 3.128,5 0.504,6 -0.487,7 -1.371,8 0.704,9 0.66,10 0.676,11 0.469,12 -0.525,13 class7}
{0 1.0,1 10.0,2 0.0,3 -3.896,4 2.768,5 -0.816,6 -0.014,7 -0.125,8 0.168,9 0.307,10 1.203,11 0.246,12 -0.118,13 class9}
{0 1.0,1 10.0,2 0.0,3 -4.717,4 3.059,5 -0.682,6 0.532,7 -0.48,8 0.731,9 0.174,10 0.493,11 0.635,12 -0.473,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.689,4 1.367,5 -0.389,6 0.376,7 0.136,8 0.343,9 0.156,10 1.01,11 -0.611,12 -0.551,13 class11}
{0 1.0,1 10.0,2 0.0,3 -3.644,4 -0.215,5 -0.579,6 2.307,7 0.046,8 1.945,9 0.28,10 0.272,11 -0.539,12 -1.226,13 class1}
{0 1.0,1 10.0,2 0.0,3 -3.034,4 0.452,5 -0.946,6 0.931,7 0.128,8 1.514,9 0.142,10 0.932,11 -0.104,12 -0.974,13 class2}
{0 1.0,1 10.0,2 0.0,3 -2.817,4 1.268,5 -1.127,6 0.707,7 0.399,8 0.406,9 0.289,10 0.319,11 -0.691,12 -0.379,13 class3}
{0 1.0,1 10.0,2 0.0,3 -2.505,4 2.358,5 -0.184,6 -0.792,7 -0.316,8 1.363,9 0.302,10 -0.121,11 0.214,12 -0.622,13 class6}
{0 1.0,1 10.0,2 0.0,3 -3.979,4 3.661,5 0.169,6 -0.598,7 -1.412,8 0.569,9 0.009,10 1.939,11 0.094,12 -0.149,13 class8}
{0 1.0,1 10.0,2 0.0,3 -4.083,4 2.315,5 -0.375,6 0.52,7 -0.019,8 -0.211,9 -0.172,10 1.054,11 0.387,12 0.168,13 class9}
{0 1.0,1 10.0,2 0.0,3 -4.805,4 3.228,5 -0.501,6 0.602,7 -0.532,8 0.745,9 0.09,10 0.445,11 0.756,12 -0.42,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.337,4 -0.347,5 -0.79,6 2.129,7 -0.058,8 2.079,9 0.295,10 0.246,11 -0.687,12 -1.241,13 class1}
{0 1.0,1 10.0,2 0.0,3 -3.0,4 0.217,5 -0.855,6 0.803,7 -0.008,8 1.795,9 -0.01,10 1.07,11 -0.061,12 -1.046,13 class2}
{0 1.0,1 10.0,2 0.0,3 -2.45,4 1.993,5 -1.08,6 -0.09,7 0.367,8 0.324,9 -0.164,10 0.684,11 -0.181,12 -1.013,13 class4}
{0 1.0,1 10.0,2 0.0,3 -2.544,4 2.725,5 -0.067,6 -0.787,7 -0.903,8 0.97,9 0.524,10 0.32,11 0.283,12 -0.822,13 class5}
{0 1.0,1 10.0,2 0.0,3 -3.015,4 2.219,5 0.996,6 -0.455,7 -1.514,8 0.047,9 0.864,10 0.468,11 0.657,12 -0.343,13 class7}
{0 1.0,1 10.0,2 0.0,3 -4.047,4 2.626,5 -0.597,6 0.823,7 -0.266,8 0.048,9 0.049,10 0.882,11 0.359,12 -0.203,13 class9}
{0 1.0,1 10.0,2 0.0,3 -4.893,4 3.37,5 -0.464,6 0.538,7 -0.327,8 0.496,9 0.27,10 0.47,11 0.742,12 -0.141,13 class10}
{0 1.0,1 10.0,2 0.0,3 -3.664,4 1.119,5 -0.459,6 0.482,7 0.082,8 0.221,9 0.185,10 0.861,11 -0.237,12 -0.413,13 class11}
{0 1.0,1 11.0,2 0.0,3 -2.463,4 -0.197,5 -1.264,6 1.15,7 0.234,8 1.833,9 0.066,10 0.738,11 -1.382,12 -0.498,13 class1}
{0 1.0,1 11.0,2 0.0,3 -2.913,4 0.757,5 -0.819,6 1.245,7 0.419,8 1.17,9 0.051,10 0.328,11 -0.96,12 -0.614,13 class2}
{0 1.0,1 11.0,2 0.0,3 -2.012,4 1.134,5 -1.029,6 0.205,7 0.661,8 0.359,9 0.456,10 0.372,11 -0.939,12 -0.613,13 class3}
{0 1.0,1 11.0,2 0.0,3 -2.101,4 1.502,5 -0.322,6 -0.363,7 0.026,8 0.116,9 0.162,10 -0.074,11 -0.106,12 -0.397,13 class4}
{0 1.0,1 11.0,2 0.0,3 -2.565,4 1.871,5 -0.269,6 0.187,7 -0.656,8 0.267,9 -0.328,10 0.184,11 0.348,12 -0.511,13 class5}
{0 1.0,1 11.0,2 0.0,3 -3.823,4 3.536,5 -2.07,6 0.245,7 -0.442,8 1.125,9 0.73,10 0.538,11 -0.006,12 -0.64,13 class8}
{0 1.0,1 11.0,2 0.0,3 -4.019,4 3.52,5 -1.058,6 -0.2,7 -0.545,8 1.348,9 0.351,10 0.82,11 -0.868,12 -0.434,13 class9}
{0 1.0,1 11.0,2 0.0,3 -3.209,4 1.85,5 -0.394,6 0.555,7 0.425,8 0.313,9 0.067,10 0.077,11 -0.163,12 -0.944,13 class11}
{0 1.0,1 11.0,2 0.0,3 -2.377,4 -0.266,5 -1.371,6 1.09,7 0.24,8 1.843,9 0.107,10 0.702,11 -1.256,12 -0.62,13 class1}
{0 1.0,1 11.0,2 0.0,3 -2.207,4 1.09,5 -0.627,6 0.024,7 0.912,8 0.662,9 0.241,10 0.348,11 -0.702,12 -0.912,13 class3}
{0 1.0,1 11.0,2 0.0,3 -2.596,4 1.867,5 -0.208,6 0.208,7 -0.574,8 0.146,9 -0.214,10 0.116,11 0.395,12 -0.541,13 class5}
{0 1.0,1 11.0,2 0.0,3 -2.378,4 1.568,5 -0.243,6 0.407,7 -0.428,8 0.229,9 -0.293,10 0.297,11 0.372,12 -0.512,13 class6}
{0 1.0,1 11.0,2 0.0,3 -3.117,4 2.876,5 -0.746,6 -0.047,7 -0.427,8 -0.053,9 0.453,10 0.305,11 0.541,12 -0.489,13 class7}
{0 1.0,1 11.0,2 0.0,3 -3.911,4 3.703,5 -1.965,6 0.132,7 -0.209,8 0.929,9 0.811,10 0.495,11 -0.142,12 -0.519,13 class8}
{0 1.0,1 11.0,2 0.0,3 -4.135,4 3.651,5 -0.751,6 -0.066,7 -0.789,8 1.131,9 0.496,10 0.788,11 -0.883,12 -0.351,13 class9}
{0 1.0,1 11.0,2 0.0,3 -3.265,4 1.933,5 -0.316,6 0.602,7 0.438,8 0.336,9 0.048,10 0.134,11 -0.16,12 -0.991,13 class11}
{0 1.0,1 11.0,2 0.0,3 -2.382,4 -0.294,5 -1.397,6 1.051,7 0.211,8 1.901,9 0.151,10 0.654,11 -1.286,12 -0.609,13 class1}
{0 1.0,1 11.0,2 0.0,3 -2.941,4 0.71,5 -0.855,6 0.902,7 0.635,8 0.924,9 0.466,10 0.01,11 -0.342,12 -0.588,13 class2}
{0 1.0,1 11.0,2 0.0,3 -2.162,4 1.533,5 -0.267,6 -0.287,7 -0.026,8 0.122,9 0.168,10 -0.024,11 -0.268,12 -0.27,13 class4}
{0 1.0,1 11.0,2 0.0,3 -2.458,4 1.586,5 -0.359,6 0.376,7 -0.244,8 0.134,9 -0.163,10 0.298,11 0.444,12 -0.711,13 class6}
{0 1.0,1 11.0,2 0.0,3 -3.242,4 2.901,5 -0.632,6 -0.332,7 -0.421,8 0.226,9 0.536,10 0.142,11 0.623,12 -0.616,13 class7}
{0 1.0,1 11.0,2 0.0,3 -4.138,4 1.128,5 -0.601,6 1.553,7 -0.019,8 2.039,9 -0.176,10 0.262,11 -0.551,12 -0.362,13 class10}
{0 1.0,1 11.0,2 0.0,3 -3.242,4 1.802,5 -0.482,6 0.699,7 0.424,8 0.337,9 0.115,10 0.272,11 -0.205,12 -1.074,13 class11}
{0 1.0,1 11.0,2 0.0,3 -2.453,4 -0.32,5 -1.368,6 1.04,7 0.174,8 1.985,9 0.158,10 0.59,11 -1.318,12 -0.587,13 class1}
{0 1.0,1 11.0,2 0.0,3 -2.289,4 1.106,5 -0.816,6 0.228,7 0.867,8 0.616,9 0.338,10 0.298,11 -0.843,12 -0.832,13 class3}
{0 1.0,1 11.0,2 0.0,3 -2.58,4 1.608,5 -0.311,6 0.273,7 -0.148,8 0.262,9 -0.062,10 0.167,11 0.337,12 -0.692,13 class6}
{0 1.0,1 11.0,2 0.0,3 -4.052,4 3.747,5 -1.24,6 -0.299,7 -0.426,8 0.917,9 0.517,10 0.716,11 -0.21,12 -0.125,13 class8}
{0 1.0,1 11.0,2 0.0,3 -4.039,4 3.506,5 -0.964,6 0.041,7 -0.4,8 0.976,9 0.65,10 0.659,11 -0.216,12 -0.327,13 class9}
{0 1.0,1 11.0,2 0.0,3 -4.319,4 1.338,5 -0.549,6 1.678,7 0.027,8 1.922,9 -0.228,10 0.161,11 -0.47,12 -0.442,13 class10}
{0 1.0,1 11.0,2 0.0,3 -2.318,4 1.097,5 -0.832,6 0.26,7 0.821,8 0.588,9 0.402,10 0.327,11 -0.852,12 -0.773,13 class3}
{0 1.0,1 11.0,2 0.0,3 -2.147,4 1.655,5 -0.355,6 -0.082,7 -0.194,8 0.296,9 0.146,10 -0.083,11 -0.314,12 -0.308,13 class4}
{0 1.0,1 11.0,2 0.0,3 -3.338,4 3.033,5 -1.189,6 -0.269,7 -0.364,8 0.544,9 0.491,10 0.148,11 0.365,12 -0.931,13 class7}
{0 1.0,1 11.0,2 0.0,3 -4.048,4 3.753,5 -1.15,6 -0.209,7 -0.53,8 0.871,9 0.445,10 0.716,11 -0.131,12 0.139,13 class8}
{0 1.0,1 11.0,2 0.0,3 -4.142,4 3.454,5 -0.653,6 0.271,7 -0.598,8 0.793,9 0.563,10 0.52,11 -0.118,12 -0.33,13 class9}
{0 1.0,1 11.0,2 0.0,3 -4.457,4 1.512,5 -0.514,6 1.764,7 0.063,8 1.86,9 -0.332,10 0.189,11 -0.521,12 -0.415,13 class10}
{0 1.0,1 11.0,2 0.0,3 -2.391,4 -0.347,5 -1.474,6 0.843,7 0.089,8 2.021,9 0.417,10 0.502,11 -0.86,12 -0.978,13 class1}
{0 1.0,1 11.0,2 0.0,3 -2.385,4 1.01,5 -0.754,6 0.37,7 0.785,8 0.471,9 0.415,10 0.318,11 -0.797,12 -0.679,13 class3}
{0 1.0,1 11.0,2 0.0,3 -2.104,4 1.6,5 -0.297,6 -0.071,7 -0.172,8 0.285,9 0.152,10 -0.089,11 -0.296,12 -0.37,13 class4}
{0 1.0,1 11.0,2 0.0,3 -2.706,4 2.07,5 -0.691,6 0.31,7 -0.745,8 0.266,9 -0.413,10 0.602,11 0.36,12 -0.713,13 class5}
{0 1.0,1 11.0,2 0.0,3 -2.855,4 1.587,5 -0.03,6 0.202,7 0.165,8 0.445,9 0.207,10 -0.067,11 -0.013,12 -0.712,13 class6}
{0 1.0,1 11.0,2 0.0,3 -4.039,4 3.689,5 -1.007,6 -0.139,7 -0.542,8 0.587,9 0.535,10 0.465,11 0.194,12 0.168,13 class8}
{0 1.0,1 11.0,2 0.0,3 -3.285,4 1.547,5 -0.897,6 0.917,7 0.127,8 0.402,9 -0.011,10 0.502,11 -0.557,12 -0.715,13 class11}
{0 1.0,1 12.0,2 1.0,3 -3.439,4 1.007,5 0.02,6 1.491,7 0.777,8 0.257,9 -0.777,10 -0.282,11 -0.707,12 0.746,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.814,4 1.515,5 -0.088,6 0.597,7 -0.033,8 -0.29,9 -0.445,10 0.113,11 -0.136,12 0.662,13 class3}
{0 1.0,1 12.0,2 1.0,3 -2.027,4 2.157,5 -0.297,6 -0.211,7 -0.266,8 0.086,9 -0.176,10 -0.179,11 -0.283,12 0.292,13 class4}
{0 1.0,1 12.0,2 1.0,3 -2.263,4 3.344,5 -1.165,6 -0.625,7 -0.159,8 0.926,9 0.13,10 -0.33,11 -0.783,12 0.31,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.594,4 2.584,5 -0.37,6 -0.524,7 -0.177,8 0.515,9 -0.137,10 0.095,11 -0.731,12 0.072,13 class6}
{0 1.0,1 12.0,2 1.0,3 -2.702,4 3.596,5 -0.57,6 -1.041,7 -0.709,8 1.009,9 0.403,10 0.426,11 -1.013,12 -0.009,13 class7}
{0 1.0,1 12.0,2 1.0,3 -3.44,4 3.203,5 -0.698,6 -0.86,7 -0.542,8 1.503,9 0.922,10 0.467,11 -0.183,12 -0.919,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.961,4 4.144,5 -0.934,6 -0.089,7 -0.612,8 0.787,9 0.326,10 0.182,11 -0.487,12 -0.719,13 class9}
{0 1.0,1 12.0,2 1.0,3 -3.012,4 2.252,5 -0.806,6 0.389,7 -0.11,8 0.649,9 -0.328,10 0.321,11 -0.559,12 0.234,13 class11}
{0 1.0,1 12.0,2 1.0,3 -3.705,4 -0.204,5 0.274,6 1.569,7 0.883,8 1.366,9 -0.94,10 -0.691,11 -0.162,12 0.598,13 class1}
{0 1.0,1 12.0,2 1.0,3 -3.303,4 0.702,5 -0.209,6 1.627,7 0.818,8 0.287,9 -0.541,10 -0.198,11 -0.717,12 0.768,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.64,4 1.322,5 -0.111,6 0.861,7 0.026,8 -0.354,9 -0.425,10 0.083,11 -0.235,12 0.781,13 class3}
{0 1.0,1 12.0,2 1.0,3 -1.948,4 2.143,5 -0.068,6 -0.211,7 -0.238,8 0.263,9 -0.27,10 -0.238,11 -0.342,12 0.147,13 class4}
{0 1.0,1 12.0,2 1.0,3 -2.247,4 3.42,5 -0.887,6 -0.823,7 -0.297,8 0.774,9 0.185,10 -0.242,11 -0.79,12 0.046,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.776,4 3.557,5 -0.435,6 -1.044,7 -0.572,8 1.273,9 0.221,10 0.295,11 -0.986,12 -0.04,13 class7}
{0 1.0,1 12.0,2 1.0,3 -3.356,4 3.236,5 -0.653,6 -0.9,7 -0.661,8 1.43,9 0.901,10 0.395,11 -0.139,12 -0.726,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.067,4 2.549,5 -0.851,6 0.505,7 0.044,8 0.574,9 -0.377,10 0.147,11 -0.606,12 0.189,13 class11}
{0 1.0,1 12.0,2 1.0,3 -3.699,4 -0.251,5 0.268,6 1.585,7 0.85,8 1.381,9 -0.867,10 -0.71,11 -0.19,12 0.567,13 class1}
{0 1.0,1 12.0,2 1.0,3 -3.266,4 0.577,5 -0.261,6 1.481,7 0.874,8 0.301,9 -0.496,10 -0.012,11 -0.623,12 0.879,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.676,4 1.411,5 -0.098,6 1.047,7 -0.04,8 -0.131,9 -0.56,10 -0.03,11 -0.192,12 0.705,13 class3}
{0 1.0,1 12.0,2 1.0,3 -1.899,4 2.135,5 0.092,6 -0.11,7 -0.145,8 0.081,9 -0.067,10 -0.104,11 -0.408,12 -0.099,13 class4}
{0 1.0,1 12.0,2 1.0,3 -2.305,4 3.625,5 -1.203,6 -0.665,7 -0.296,8 0.775,9 0.197,10 -0.282,11 -0.842,12 0.188,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.489,4 2.379,5 -0.523,6 -0.158,7 -0.178,8 0.406,9 0.198,10 0.059,11 -0.589,12 -0.256,13 class6}
{0 1.0,1 12.0,2 1.0,3 -3.376,4 3.327,5 -0.797,6 -0.849,7 -0.681,8 1.198,9 0.838,10 0.244,11 -0.298,12 -0.618,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.828,4 3.188,5 -0.388,6 0.055,7 -0.185,8 -0.029,9 0.503,10 0.273,11 0.326,12 0.1,13 class9}
{0 1.0,1 12.0,2 1.0,3 -4.283,4 2.829,5 0.296,6 0.086,7 -0.544,8 0.501,9 -0.317,10 0.995,11 -0.34,12 -1.113,13 class10}
{0 1.0,1 12.0,2 1.0,3 -3.49,4 -0.474,5 0.187,6 1.747,7 0.733,8 1.307,9 -0.816,10 -0.787,11 -0.222,12 0.41,13 class1}
{0 1.0,1 12.0,2 1.0,3 -3.155,4 0.613,5 -0.285,6 1.287,7 0.882,8 0.337,9 -0.624,10 0.067,11 -0.516,12 0.891,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.762,4 1.51,5 -0.145,6 1.157,7 -0.256,8 0.041,9 -0.647,10 -0.324,11 -0.128,12 0.806,13 class3}
{0 1.0,1 12.0,2 1.0,3 -2.364,4 3.743,5 -1.393,6 -0.361,7 -0.354,8 1.004,9 0.208,10 -0.376,11 -1.046,12 0.722,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.577,4 2.449,5 -0.38,6 0.174,7 -0.41,8 0.383,9 0.19,10 0.097,11 -0.489,12 -0.084,13 class6}
{0 1.0,1 12.0,2 1.0,3 -2.919,4 3.48,5 -0.823,6 -0.751,7 -0.416,8 1.045,9 0.609,10 0.18,11 -1.172,12 0.123,13 class7}
{0 1.0,1 12.0,2 1.0,3 -3.387,4 3.286,5 -0.747,6 -0.699,7 -0.9,8 0.891,9 0.875,10 0.46,11 -0.457,12 -0.636,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.818,4 3.159,5 -0.298,6 -0.058,7 -0.348,8 0.194,9 0.593,10 0.211,11 0.531,12 -0.014,13 class9}
{0 1.0,1 12.0,2 1.0,3 -2.852,4 -0.805,5 -0.313,6 1.565,7 0.688,8 1.467,9 -0.664,10 -0.916,11 -0.279,12 0.489,13 class1}
{0 1.0,1 12.0,2 1.0,3 -3.379,4 0.95,5 -0.06,6 1.47,7 0.538,8 0.051,9 -0.681,10 -0.098,11 -0.405,12 0.912,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.411,4 3.85,5 -1.405,6 -0.302,7 -0.398,8 1.069,9 0.216,10 -0.291,11 -1.116,12 1.043,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.708,4 2.56,5 -0.439,6 0.324,7 -0.348,8 0.429,9 0.091,10 -0.037,11 -0.434,12 0.344,13 class6}
{0 1.0,1 12.0,2 1.0,3 -2.883,4 3.576,5 -1.198,6 -0.562,7 -0.162,8 0.974,9 0.764,10 -0.03,11 -1.023,12 0.346,13 class7}
{0 1.0,1 12.0,2 1.0,3 -3.39,4 3.422,5 -0.718,6 -0.667,7 -0.871,8 0.788,9 0.959,10 0.555,11 -0.482,12 -0.724,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.972,4 3.24,5 -0.829,6 0.069,7 -0.617,8 0.977,9 0.532,10 0.498,11 -0.191,12 -0.91,13 class9}
{0 1.0,1 12.0,2 1.0,3 -4.513,4 3.08,5 0.068,6 0.05,7 -0.484,8 0.341,9 -0.257,10 1.302,11 -0.517,12 -1.057,13 class10}
{0 1.0,1 12.0,2 1.0,3 -3.292,4 2.595,5 -0.578,6 0.42,7 -0.233,8 0.391,9 -0.241,10 0.437,11 -0.541,12 -0.021,13 class11}
{0 1.0,1 12.0,2 1.0,3 -2.527,4 -0.926,5 -0.571,6 1.613,7 0.628,8 1.229,9 -0.687,10 -0.808,11 -0.354,12 0.625,13 class1}
{0 1.0,1 12.0,2 1.0,3 -3.498,4 1.669,5 0.076,6 1.53,7 0.38,8 -0.135,9 -0.814,10 -0.208,11 -0.307,12 1.053,13 class2}
{0 1.0,1 12.0,2 1.0,3 -2.026,4 2.433,5 -0.411,6 0.064,7 0.223,8 -0.027,9 -0.424,10 -0.009,11 -0.305,12 0.345,13 class4}
{0 1.0,1 12.0,2 1.0,3 -2.46,4 3.706,5 -1.304,6 -0.339,7 -0.487,8 1.125,9 0.187,10 -0.211,11 -1.068,12 0.944,13 class5}
{0 1.0,1 12.0,2 1.0,3 -2.879,4 2.662,5 -0.572,6 0.425,7 -0.248,8 0.213,9 0.176,10 -0.281,11 -0.404,12 0.605,13 class6}
{0 1.0,1 12.0,2 1.0,3 -3.396,4 3.867,5 -1.029,6 -0.603,7 -0.573,8 0.78,9 1.209,10 0.228,11 -0.673,12 -0.562,13 class8}
{0 1.0,1 12.0,2 1.0,3 -3.905,4 3.147,5 -1.259,6 0.304,7 -0.216,8 1.055,9 0.578,10 0.353,11 -0.517,12 -0.871,13 class9}
{0 1.0,1 12.0,2 1.0,3 -4.568,4 3.344,5 -0.005,6 -0.092,7 -0.546,8 0.479,9 -0.168,10 1.186,11 -0.565,12 -1.025,13 class10}
{0 1.0,1 12.0,2 1.0,3 -3.35,4 2.713,5 -0.472,6 0.4,7 -0.196,8 0.248,9 -0.224,10 0.53,11 -0.358,12 -0.091,13 class11}
{0 1.0,1 13.0,2 1.0,3 -4.711,4 1.166,5 1.244,6 1.746,7 0.311,8 -0.305,9 -0.691,10 -0.137,11 -0.288,12 1.023,13 class1}
{0 1.0,1 13.0,2 1.0,3 -4.057,4 1.925,5 0.521,6 1.331,7 0.273,8 -0.167,9 -0.365,10 -0.665,11 -0.512,12 0.716,13 class2}
{0 1.0,1 13.0,2 1.0,3 -2.942,4 2.642,5 -1.217,6 0.384,7 -0.994,8 1.467,9 0.134,10 -0.458,11 -0.465,12 0.646,13 class5}
{0 1.0,1 13.0,2 1.0,3 -3.318,4 3.395,5 -1.706,6 0.753,7 -0.214,8 1.431,9 -0.0,10 -0.192,11 -1.33,12 0.03,13 class7}
{0 1.0,1 13.0,2 1.0,3 -4.039,4 2.061,5 -0.727,6 0.888,7 0.302,8 0.413,9 -0.381,10 -0.194,11 -0.614,12 0.41,13 class9}
{0 1.0,1 13.0,2 1.0,3 -2.972,4 1.151,5 -0.293,6 1.609,7 -0.724,8 0.123,9 -0.087,10 -0.801,11 0.04,12 1.07,13 class3}
{0 1.0,1 13.0,2 1.0,3 -3.029,4 1.747,5 -0.899,6 0.674,7 -1.046,8 0.558,9 0.204,10 -0.155,11 -0.237,12 0.655,13 class4}
